account_id,country,solution,outcome,num_touches,full_path,simple_path,first_3_actions,actions_list
0016g00000P3pN6AAJ,UK,MRS,Ongoing,2,Email → Meeting,Email → Meeting,Email → Meeting,"Email,Meeting"
0016g00000P3pN7AAJ,UK,MRS,Ongoing,7,Meeting → Email → Email → Email → Email → Email → On-Site,Meeting → Email → Email → Email → Email,Meeting → Email → Email,"Meeting,Email,Email,Email,Email,Email,On-Site"
0016g00000P3pNPAAZ,UK,MRS,Ongoing,5,1st Appointment → 2nd Appointment → 2nd Appointment → 1st Appointment → 2nd Appointment,1st Appointment → 2nd Appointment → 2nd Appointment → 1st Appointment → 2nd Appointment,1st Appointment → 2nd Appointment → 2nd Appointment,"1st Appointment,2nd Appointment,2nd Appointment,1st Appointment,2nd Appointment"
0016g00000P3pNYAAZ,UK,MRS,Ongoing,4,Email → Email → Follow Up → Follow Up,Email → Email → Follow Up → Follow Up,Email → Email → Follow Up,"Email,Email,Follow Up,Follow Up"
0016g00000P3pNdAAJ,UK,MRS,Ongoing,16,Meeting → Meeting → Meeting → Email → Email → Email → Email → 1st Appointment → 2nd Appointment → Meeting → 1st Appointment → Email → Meeting → Meeting → Email → Email,Meeting → Meeting → Meeting → Email → Email,Meeting → Meeting → Meeting,"Meeting,Meeting,Meeting,Email,Email,Email,Email,1st Appointment,2nd Appointment,Meeting,1st Appointment,Email,Meeting,Meeting,Email,Email"
0016g00000P3pNkAAJ,UK,MRS,Ongoing,7,Email → Email → Follow Up → Follow Up → Email → Email → On-Site,Email → Email → Follow Up → Follow Up → Email,Email → Email → Follow Up,"Email,Email,Follow Up,Follow Up,Email,Email,On-Site"
0016g00000P3pO1AAJ,UK,Digital,Ongoing,5,Call → Call → Call → 2nd Appointment → Email,Call → Call → Call → 2nd Appointment → Email,Call → Call → Call,"Call,Call,Call,2nd Appointment,Email"
0016g00000P3pOXAAZ,UK,MRS,Ongoing,7,Email → 1st Appointment → Meeting → Meeting → 1st Appointment → 1st Appointment → 2nd Appointment,Email → 1st Appointment → Meeting → Meeting → 1st Appointment,Email → 1st Appointment → Meeting,"Email,1st Appointment,Meeting,Meeting,1st Appointment,1st Appointment,2nd Appointment"
0016g00000P3pOqAAJ,UK,MRS,Ongoing,5,Email → Email → Email → 1st Appointment → Follow Up,Email → Email → Email → 1st Appointment → Follow Up,Email → Email → Email,"Email,Email,Email,1st Appointment,Follow Up"
0016g00000P3pP7AAJ,UK,MRS,Ongoing,1,Email,Email,Email,Email
0016g00000P3pPcAAJ,UK,MRS,Ongoing,5,Meeting → Meeting → 2nd Appointment → 2nd Appointment → 1st Appointment,Meeting → Meeting → 2nd Appointment → 2nd Appointment → 1st Appointment,Meeting → Meeting → 2nd Appointment,"Meeting,Meeting,2nd Appointment,2nd Appointment,1st Appointment"
0016g00000P3pPhAAJ,UK,MRS,Ongoing,5,Meeting → 1st Appointment → 2nd Appointment → 2nd Appointment → 1st Appointment,Meeting → 1st Appointment → 2nd Appointment → 2nd Appointment → 1st Appointment,Meeting → 1st Appointment → 2nd Appointment,"Meeting,1st Appointment,2nd Appointment,2nd Appointment,1st Appointment"
0016g00000P3pPiAAJ,UK,MRS,Ongoing,2,Email → Email,Email → Email,Email → Email,"Email,Email"
0016g00000P3pPoAAJ,UK,MRS,Ongoing,8,1st Appointment → Email → 1st Appointment → 2nd Appointment → Review → 2nd Appointment → On-Site → On-Site,1st Appointment → Email → 1st Appointment → 2nd Appointment → Review,1st Appointment → Email → 1st Appointment,"1st Appointment,Email,1st Appointment,2nd Appointment,Review,2nd Appointment,On-Site,On-Site"
0016g00000P3pQGAAZ,UK,MRS,Ongoing,15,Meeting → Meeting → Meeting → 2nd Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → 1st Appointment,Meeting → Meeting → Meeting → 2nd Appointment → 2nd Appointment,Meeting → Meeting → Meeting,"Meeting,Meeting,Meeting,2nd Appointment,2nd Appointment,2nd Appointment,2nd Appointment,2nd Appointment,2nd Appointment,2nd Appointment,2nd Appointment,2nd Appointment,2nd Appointment,2nd Appointment,1st Appointment"
0016g00000P3pQMAAZ,UK,MRS,Ongoing,8,Meeting → Meeting → Meeting → 1st Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → On-Site,Meeting → Meeting → Meeting → 1st Appointment → 2nd Appointment,Meeting → Meeting → Meeting,"Meeting,Meeting,Meeting,1st Appointment,2nd Appointment,2nd Appointment,2nd Appointment,On-Site"
0016g00000P3pQTAAZ,UK,MRS,Ongoing,2,1st Appointment → Review,1st Appointment → Review,1st Appointment → Review,"1st Appointment,Review"
0016g00000P3pR5AAJ,UK,MRS,Ongoing,1,Email,Email,Email,Email
0016g00000P3pRyAAJ,UK,MRS,Ongoing,3,Meeting → Call → Follow Up,Meeting → Call → Follow Up,Meeting → Call → Follow Up,"Meeting,Call,Follow Up"
0016g00000P3pSeAAJ,UK,MRS,Ongoing,2,On-Site → 2nd Appointment,On-Site → 2nd Appointment,On-Site → 2nd Appointment,"On-Site,2nd Appointment"
0016g00000P3pSfAAJ,UK,MRS,Ongoing,15,Meeting → Email → Call → Demo → Call → Meeting → 2nd Appointment → On-Site → Follow Up → Email → Follow Up → Follow Up → 2nd Appointment → Follow Up → 2nd Appointment,Meeting → Email → Call → Demo → Call,Meeting → Email → Call,"Meeting,Email,Call,Demo,Call,Meeting,2nd Appointment,On-Site,Follow Up,Email,Follow Up,Follow Up,2nd Appointment,Follow Up,2nd Appointment"
0016g00000P3pUFAAZ,UK,MRS,Ongoing,1,Email,Email,Email,Email
0016g00000P3pUWAAZ,UK,MRS,Ongoing,15,1st Appointment → 2nd Appointment → Call → Call → Follow Up → Call → 2nd Appointment → Call → Call → 2nd Appointment → Meeting → 2nd Appointment → Call → 2nd Appointment → Email,1st Appointment → 2nd Appointment → Call → Call → Follow Up,1st Appointment → 2nd Appointment → Call,"1st Appointment,2nd Appointment,Call,Call,Follow Up,Call,2nd Appointment,Call,Call,2nd Appointment,Meeting,2nd Appointment,Call,2nd Appointment,Email"
0016g00000P3pUfAAJ,UK,MRS,Ongoing,1,1st Appointment,1st Appointment,1st Appointment,1st Appointment
0016g00000P3pVAAAZ,UK,MRS,Ongoing,5,1st Appointment → Meeting → Meeting → 1st Appointment → Follow Up,1st Appointment → Meeting → Meeting → 1st Appointment → Follow Up,1st Appointment → Meeting → Meeting,"1st Appointment,Meeting,Meeting,1st Appointment,Follow Up"
0016g00000P3pVGAAZ,UK,MRS,Ongoing,1,1st Appointment,1st Appointment,1st Appointment,1st Appointment
0016g00000P3pVaAAJ,UK,MRS,Ongoing,1,Meeting,Meeting,Meeting,Meeting
0016g00000P3pW9AAJ,UK,MRS,Ongoing,2,Email → Review,Email → Review,Email → Review,"Email,Review"
0016g00000P3pWHAAZ,UK,MRS,Ongoing,5,1st Appointment → Email → Call → 1st Appointment → Review,1st Appointment → Email → Call → 1st Appointment → Review,1st Appointment → Email → Call,"1st Appointment,Email,Call,1st Appointment,Review"
0016g00000P3pX5AAJ,UK,MRS,Ongoing,5,Meeting → Meeting → Email → 1st Appointment → 1st Appointment,Meeting → Meeting → Email → 1st Appointment → 1st Appointment,Meeting → Meeting → Email,"Meeting,Meeting,Email,1st Appointment,1st Appointment"
0016g00000P3pXDAAZ,UK,MRS,Ongoing,5,Meeting → Call → Email → Call → Email,Meeting → Call → Email → Call → Email,Meeting → Call → Email,"Meeting,Call,Email,Call,Email"
0016g00000P3pXLAAZ,UK,MRS,Ongoing,6,Demo → 1st Appointment → Follow Up → 1st Appointment → 1st Appointment → 1st Appointment,Demo → 1st Appointment → Follow Up → 1st Appointment → 1st Appointment,Demo → 1st Appointment → Follow Up,"Demo,1st Appointment,Follow Up,1st Appointment,1st Appointment,1st Appointment"
0016g00000P3pXaAAJ,UK,MRS,Ongoing,2,1st Appointment → 1st Appointment,1st Appointment → 1st Appointment,1st Appointment → 1st Appointment,"1st Appointment,1st Appointment"
0016g00000P3pYVAAZ,UK,MRS,Ongoing,3,Call → On-Site → 2nd Appointment,Call → On-Site → 2nd Appointment,Call → On-Site → 2nd Appointment,"Call,On-Site,2nd Appointment"
0016g00000P3pYgAAJ,UK,MRS,Ongoing,10,Meeting → Meeting → Meeting → On-Site → Call → Email → 1st Appointment → 1st Appointment → Demo → Meeting,Meeting → Meeting → Meeting → On-Site → Call,Meeting → Meeting → Meeting,"Meeting,Meeting,Meeting,On-Site,Call,Email,1st Appointment,1st Appointment,Demo,Meeting"
0016g00000P3pYrAAJ,UK,MRS,Ongoing,19,Meeting → Follow Up → Email → Meeting → Demo → 2nd Appointment → 1st Appointment → Follow Up → 2nd Appointment → Demo → 2nd Appointment → Demo → Call → Follow Up → Meeting → Meeting → Email → Email → 1st Appointment,Meeting → Follow Up → Email → Meeting → Demo,Meeting → Follow Up → Email,"Meeting,Follow Up,Email,Meeting,Demo,2nd Appointment,1st Appointment,Follow Up,2nd Appointment,Demo,2nd Appointment,Demo,Call,Follow Up,Meeting,Meeting,Email,Email,1st Appointment"
0016g00000P3pZ2AAJ,UK,MRS,Ongoing,1,Call,Call,Call,Call
0016g00000P3pZzAAJ,UK,MRS,Ongoing,10,1st Appointment → Email → Email → Meeting → Call → 1st Appointment → Call → Call → Call → 2nd Appointment,1st Appointment → Email → Email → Meeting → Call,1st Appointment → Email → Email,"1st Appointment,Email,Email,Meeting,Call,1st Appointment,Call,Call,Call,2nd Appointment"
0016g00000P3paCAAR,UK,MRS,Ongoing,3,Call → Call → Call,Call → Call → Call,Call → Call → Call,"Call,Call,Call"
0016g00000P3pauAAB,UK,MRS,Ongoing,1,Meeting,Meeting,Meeting,Meeting
0016g00000P3pboAAB,UK,MRS,Ongoing,1,Email,Email,Email,Email
0016g00000P3pcHAAR,UK,MRS,Ongoing,1,Meeting,Meeting,Meeting,Meeting
0016g00000P3pcNAAR,UK,MRS,Ongoing,3,Email → 1st Appointment → 2nd Appointment,Email → 1st Appointment → 2nd Appointment,Email → 1st Appointment → 2nd Appointment,"Email,1st Appointment,2nd Appointment"
0016g00000P3pclAAB,UK,MRS,Ongoing,1,Meeting,Meeting,Meeting,Meeting
0016g00000P3pcvAAB,UK,MRS,Ongoing,3,1st Appointment → 2nd Appointment → Email,1st Appointment → 2nd Appointment → Email,1st Appointment → 2nd Appointment → Email,"1st Appointment,2nd Appointment,Email"
0016g00000P3pdNAAR,UK,MRS,Ongoing,4,Call → Email → 1st Appointment → 1st Appointment,Call → Email → 1st Appointment → 1st Appointment,Call → Email → 1st Appointment,"Call,Email,1st Appointment,1st Appointment"
0016g00000P3pdOAAR,UK,MRS,Ongoing,12,1st Appointment → Meeting → Email → 1st Appointment → Email → Email → Email → Email → 1st Appointment → 1st Appointment → 2nd Appointment → On-Site,1st Appointment → Meeting → Email → 1st Appointment → Email,1st Appointment → Meeting → Email,"1st Appointment,Meeting,Email,1st Appointment,Email,Email,Email,Email,1st Appointment,1st Appointment,2nd Appointment,On-Site"
0016g00000P3pdoAAB,UK,MRS,Ongoing,1,Call,Call,Call,Call
0016g00000P3pdxAAB,UK,MRS,Ongoing,6,Email → Follow Up → Email → On-Site → Email → Email,Email → Follow Up → Email → On-Site → Email,Email → Follow Up → Email,"Email,Follow Up,Email,On-Site,Email,Email"
0016g00000P3pe0AAB,UK,MRS,Ongoing,28,Email → Email → Email → Email → Email → Email → Email → Email → Email → Email → ... → Email → Email → Email → Email → Email → Email → Email → Email → Email → 1st Appointment,Email → Email → Email → Email → Email,Email → Email → Email,"Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,1st Appointment"
0016g00000P3pegAAB,UK,MRS,Ongoing,2,1st Appointment → Follow Up,1st Appointment → Follow Up,1st Appointment → Follow Up,"1st Appointment,Follow Up"
0016g00000P3pevAAB,UK,MRS,Ongoing,3,2nd Appointment → 2nd Appointment → 1st Appointment,2nd Appointment → 2nd Appointment → 1st Appointment,2nd Appointment → 2nd Appointment → 1st Appointment,"2nd Appointment,2nd Appointment,1st Appointment"
0016g00000P3pewAAB,UK,MRS,Ongoing,10,Meeting → 1st Appointment → Demo → Call → 2nd Appointment → 2nd Appointment → 2nd Appointment → Call → 1st Appointment → Email,Meeting → 1st Appointment → Demo → Call → 2nd Appointment,Meeting → 1st Appointment → Demo,"Meeting,1st Appointment,Demo,Call,2nd Appointment,2nd Appointment,2nd Appointment,Call,1st Appointment,Email"
0016g00000P3pg6AAB,UK,MRS,Ongoing,1,Review,Review,Review,Review
0016g00000P3pgqAAB,UK,MRS,Ongoing,1,1st Appointment,1st Appointment,1st Appointment,1st Appointment
0016g00000P3phhAAB,UK,MRS,Ongoing,14,1st Appointment → 1st Appointment → 1st Appointment → Follow Up → On-Site → 1st Appointment → On-Site → 2nd Appointment → 2nd Appointment → Follow Up → 2nd Appointment → 2nd Appointment → Call → Follow Up,1st Appointment → 1st Appointment → 1st Appointment → Follow Up → On-Site,1st Appointment → 1st Appointment → 1st Appointment,"1st Appointment,1st Appointment,1st Appointment,Follow Up,On-Site,1st Appointment,On-Site,2nd Appointment,2nd Appointment,Follow Up,2nd Appointment,2nd Appointment,Call,Follow Up"
0016g00000P3piRAAR,UK,MRS,Ongoing,9,Meeting → 1st Appointment → 1st Appointment → 2nd Appointment → 1st Appointment → 1st Appointment → Meeting → 2nd Appointment → On-Site,Meeting → 1st Appointment → 1st Appointment → 2nd Appointment → 1st Appointment,Meeting → 1st Appointment → 1st Appointment,"Meeting,1st Appointment,1st Appointment,2nd Appointment,1st Appointment,1st Appointment,Meeting,2nd Appointment,On-Site"
0016g00000P3pijAAB,UK,MRS,Ongoing,3,Email → Email → Email,Email → Email → Email,Email → Email → Email,"Email,Email,Email"
0016g00000P3pioAAB,UK,MRS,Ongoing,2,Email → Email,Email → Email,Email → Email,"Email,Email"
0016g00000P3pjKAAR,UK,MRS,Ongoing,1,1st Appointment,1st Appointment,1st Appointment,1st Appointment
0016g00000P3pjaAAB,UK,MRS,Ongoing,27,1st Appointment → 1st Appointment → 1st Appointment → 1st Appointment → Demo → 1st Appointment → 1st Appointment → 1st Appointment → 2nd Appointment → Demo → ... → 2nd Appointment → Email → Email → 2nd Appointment → Meeting → Demo → Call → 2nd Appointment → 1st Appointment → Meeting,1st Appointment → 1st Appointment → 1st Appointment → 1st Appointment → Demo,1st Appointment → 1st Appointment → 1st Appointment,"1st Appointment,1st Appointment,1st Appointment,1st Appointment,Demo,1st Appointment,1st Appointment,1st Appointment,2nd Appointment,Demo,Meeting,1st Appointment,2nd Appointment,2nd Appointment,Email,1st Appointment,2nd Appointment,2nd Appointment,Email,Email,2nd Appointment,Meeting,Demo,Call,2nd Appointment,1st Appointment,Meeting"
0016g00000P3pk1AAB,UK,MRS,Ongoing,19,1st Appointment → 1st Appointment → Review → 1st Appointment → 1st Appointment → On-Site → 2nd Appointment → 2nd Appointment → On-Site → Demo → 2nd Appointment → 1st Appointment → On-Site → 2nd Appointment → 2nd Appointment → On-Site → 2nd Appointment → 2nd Appointment → On-Site,1st Appointment → 1st Appointment → Review → 1st Appointment → 1st Appointment,1st Appointment → 1st Appointment → Review,"1st Appointment,1st Appointment,Review,1st Appointment,1st Appointment,On-Site,2nd Appointment,2nd Appointment,On-Site,Demo,2nd Appointment,1st Appointment,On-Site,2nd Appointment,2nd Appointment,On-Site,2nd Appointment,2nd Appointment,On-Site"
0016g00000P3pk4AAB,UK,MRS,Ongoing,3,1st Appointment → Meeting → Demo,1st Appointment → Meeting → Demo,1st Appointment → Meeting → Demo,"1st Appointment,Meeting,Demo"
0016g00000P3pkJAAR,UK,MRS,Ongoing,10,2nd Appointment → 2nd Appointment → Call → Call → Call → 1st Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → Follow Up,2nd Appointment → 2nd Appointment → Call → Call → Call,2nd Appointment → 2nd Appointment → Call,"2nd Appointment,2nd Appointment,Call,Call,Call,1st Appointment,2nd Appointment,2nd Appointment,2nd Appointment,Follow Up"
0016g00000P3pkYAAR,UK,MRS,Ongoing,12,1st Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → Meeting → 2nd Appointment → Review → 1st Appointment → 1st Appointment → Email → Email → Email,1st Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → Meeting,1st Appointment → 2nd Appointment → 2nd Appointment,"1st Appointment,2nd Appointment,2nd Appointment,2nd Appointment,Meeting,2nd Appointment,Review,1st Appointment,1st Appointment,Email,Email,Email"
0016g00000P3pkmAAB,UK,MRS,Ongoing,3,1st Appointment → 2nd Appointment → 2nd Appointment,1st Appointment → 2nd Appointment → 2nd Appointment,1st Appointment → 2nd Appointment → 2nd Appointment,"1st Appointment,2nd Appointment,2nd Appointment"
0016g00000P3pmcAAB,UK,MRS,Ongoing,44,Meeting → Meeting → Meeting → Meeting → Meeting → Meeting → Email → Email → Meeting → Meeting → ... → Meeting → Meeting → Demo → Demo → Email → Email → Review → Review → Follow Up → Follow Up,Meeting → Meeting → Meeting → Meeting → Meeting,Meeting → Meeting → Meeting,"Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Email,Email,Meeting,Meeting,Meeting,Meeting,2nd Appointment,2nd Appointment,Meeting,Meeting,Meeting,Meeting,1st Appointment,1st Appointment,1st Appointment,1st Appointment,2nd Appointment,2nd Appointment,Meeting,Meeting,Meeting,Meeting,2nd Appointment,2nd Appointment,1st Appointment,1st Appointment,Meeting,Meeting,Meeting,Meeting,Demo,Demo,Email,Email,Review,Review,Follow Up,Follow Up"
0016g00000P3pnXAAR,UK,MRS,Ongoing,12,1st Appointment → 1st Appointment → 2nd Appointment → Demo → Demo → 2nd Appointment → Demo → Demo → 2nd Appointment → 2nd Appointment → Call → Call,1st Appointment → 1st Appointment → 2nd Appointment → Demo → Demo,1st Appointment → 1st Appointment → 2nd Appointment,"1st Appointment,1st Appointment,2nd Appointment,Demo,Demo,2nd Appointment,Demo,Demo,2nd Appointment,2nd Appointment,Call,Call"
0016g00000P3ppfAAB,UK,MRS,Ongoing,12,1st Appointment → 1st Appointment → 1st Appointment → 2nd Appointment → 1st Appointment → 1st Appointment → Meeting → Meeting → Meeting → Meeting → 2nd Appointment → Meeting,1st Appointment → 1st Appointment → 1st Appointment → 2nd Appointment → 1st Appointment,1st Appointment → 1st Appointment → 1st Appointment,"1st Appointment,1st Appointment,1st Appointment,2nd Appointment,1st Appointment,1st Appointment,Meeting,Meeting,Meeting,Meeting,2nd Appointment,Meeting"
0016g00000P3pppAAB,UK,MRS,Ongoing,2,Email → Email,Email → Email,Email → Email,"Email,Email"
0016g00000P3pq3AAB,UK,MRS,Ongoing,6,1st Appointment → Meeting → Email → 2nd Appointment → Email → Email,1st Appointment → Meeting → Email → 2nd Appointment → Email,1st Appointment → Meeting → Email,"1st Appointment,Meeting,Email,2nd Appointment,Email,Email"
0016g00000P3pqOAAR,UK,MRS,Ongoing,5,Email → 1st Appointment → 2nd Appointment → Email → Email,Email → 1st Appointment → 2nd Appointment → Email → Email,Email → 1st Appointment → 2nd Appointment,"Email,1st Appointment,2nd Appointment,Email,Email"
0016g00000P3prDAAR,UK,MRS,Ongoing,5,Review → Follow Up → 1st Appointment → 1st Appointment → 1st Appointment,Review → Follow Up → 1st Appointment → 1st Appointment → 1st Appointment,Review → Follow Up → 1st Appointment,"Review,Follow Up,1st Appointment,1st Appointment,1st Appointment"
0016g00000P3ps4AAB,UK,MRS,Ongoing,5,2nd Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment,2nd Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment,2nd Appointment → 2nd Appointment → 2nd Appointment,"2nd Appointment,2nd Appointment,2nd Appointment,2nd Appointment,2nd Appointment"
0016g00000P3ps5AAB,UK,MRS,Ongoing,25,On-Site → On-Site → 1st Appointment → 1st Appointment → 1st Appointment → 2nd Appointment → Meeting → Meeting → Meeting → Follow Up → ... → 2nd Appointment → 2nd Appointment → 2nd Appointment → Demo → Demo → 2nd Appointment → 2nd Appointment → Demo → 2nd Appointment → 2nd Appointment,On-Site → On-Site → 1st Appointment → 1st Appointment → 1st Appointment,On-Site → On-Site → 1st Appointment,"On-Site,On-Site,1st Appointment,1st Appointment,1st Appointment,2nd Appointment,Meeting,Meeting,Meeting,Follow Up,1st Appointment,1st Appointment,Follow Up,1st Appointment,2nd Appointment,2nd Appointment,2nd Appointment,2nd Appointment,Demo,Demo,2nd Appointment,2nd Appointment,Demo,2nd Appointment,2nd Appointment"
0016g00000P3psFAAR,UK,MRS,Ongoing,1,Follow Up,Follow Up,Follow Up,Follow Up
0016g00000P3psrAAB,UK,MRS,Ongoing,4,Call → Call → Call → Call,Call → Call → Call → Call,Call → Call → Call,"Call,Call,Call,Call"
0016g00000P3ptfAAB,UK,MRS,Ongoing,12,Email → 2nd Appointment → 2nd Appointment → Follow Up → 1st Appointment → Email → Email → Email → Email → Email → Email → 1st Appointment,Email → 2nd Appointment → 2nd Appointment → Follow Up → 1st Appointment,Email → 2nd Appointment → 2nd Appointment,"Email,2nd Appointment,2nd Appointment,Follow Up,1st Appointment,Email,Email,Email,Email,Email,Email,1st Appointment"
0016g00000P3puEAAR,UK,MRS,Ongoing,2,Call → Email,Call → Email,Call → Email,"Call,Email"
0016g00000P3pusAAB,UK,MRS,Ongoing,8,1st Appointment → Follow Up → 2nd Appointment → Demo → Email → Review → Email → Email,1st Appointment → Follow Up → 2nd Appointment → Demo → Email,1st Appointment → Follow Up → 2nd Appointment,"1st Appointment,Follow Up,2nd Appointment,Demo,Email,Review,Email,Email"
0016g00000P3puvAAB,UK,MRS,Ongoing,25,Meeting → Follow Up → Call → Call → Meeting → Call → Call → Call → Call → Call → ... → Meeting → Call → 1st Appointment → 1st Appointment → Call → Follow Up → 1st Appointment → 2nd Appointment → 1st Appointment → 2nd Appointment,Meeting → Follow Up → Call → Call → Meeting,Meeting → Follow Up → Call,"Meeting,Follow Up,Call,Call,Meeting,Call,Call,Call,Call,Call,Call,Call,Call,Call,Call,Meeting,Call,1st Appointment,1st Appointment,Call,Follow Up,1st Appointment,2nd Appointment,1st Appointment,2nd Appointment"
0016g00000P3pvFAAR,UK,MRS,Ongoing,2,Email → 1st Appointment,Email → 1st Appointment,Email → 1st Appointment,"Email,1st Appointment"
0016g00000P3pvRAAR,UK,MRS,Ongoing,2,Email → 1st Appointment,Email → 1st Appointment,Email → 1st Appointment,"Email,1st Appointment"
0016g00000P3px2AAB,UK,MRS,Ongoing,4,Email → Email → Email → Email,Email → Email → Email → Email,Email → Email → Email,"Email,Email,Email,Email"
0016g00000P3pxcAAB,UK,MRS,Ongoing,2,On-Site → 2nd Appointment,On-Site → 2nd Appointment,On-Site → 2nd Appointment,"On-Site,2nd Appointment"
0016g00000P3pxgAAB,UK,MRS,Ongoing,4,Review → Meeting → 1st Appointment → Meeting,Review → Meeting → 1st Appointment → Meeting,Review → Meeting → 1st Appointment,"Review,Meeting,1st Appointment,Meeting"
0016g00000P3pyAAAR,UK,MRS,Ongoing,2,Meeting → Review,Meeting → Review,Meeting → Review,"Meeting,Review"
0016g00000P3pyyAAB,UK,MRS,Ongoing,45,Meeting → Meeting → Follow Up → Meeting → Email → Demo → 1st Appointment → 2nd Appointment → 2nd Appointment → Meeting → ... → On-Site → On-Site → 2nd Appointment → Meeting → 1st Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → On-Site → 2nd Appointment,Meeting → Meeting → Follow Up → Meeting → Email,Meeting → Meeting → Follow Up,"Meeting,Meeting,Follow Up,Meeting,Email,Demo,1st Appointment,2nd Appointment,2nd Appointment,Meeting,2nd Appointment,Call,Meeting,Meeting,2nd Appointment,Email,Follow Up,2nd Appointment,Review,2nd Appointment,1st Appointment,2nd Appointment,Email,Email,Email,Email,Email,Email,1st Appointment,1st Appointment,On-Site,On-Site,2nd Appointment,On-Site,2nd Appointment,On-Site,On-Site,2nd Appointment,Meeting,1st Appointment,2nd Appointment,2nd Appointment,2nd Appointment,On-Site,2nd Appointment"
0016g00000P3q1DAAR,UK,MRS,Ongoing,4,Email → Email → Email → Email,Email → Email → Email → Email,Email → Email → Email,"Email,Email,Email,Email"
0016g00000P3q1nAAB,UK,MRS,Ongoing,2,Follow Up → Follow Up,Follow Up → Follow Up,Follow Up → Follow Up,"Follow Up,Follow Up"
0016g00000P3q1sAAB,UK,MRS,Ongoing,2,Email → Follow Up,Email → Follow Up,Email → Follow Up,"Email,Follow Up"
0016g00000P3q22AAB,UK,MRS,Ongoing,3,1st Appointment → 2nd Appointment → Email,1st Appointment → 2nd Appointment → Email,1st Appointment → 2nd Appointment → Email,"1st Appointment,2nd Appointment,Email"
0016g00000P3q3dAAB,UK,MRS,Ongoing,4,1st Appointment → 2nd Appointment → Email → Email,1st Appointment → 2nd Appointment → Email → Email,1st Appointment → 2nd Appointment → Email,"1st Appointment,2nd Appointment,Email,Email"
0016g00000P3q3wAAB,UK,MRS,Ongoing,2,Follow Up → Follow Up,Follow Up → Follow Up,Follow Up → Follow Up,"Follow Up,Follow Up"
0016g00000P3q4PAAR,UK,MRS,Ongoing,11,Call → Call → Call → Call → 1st Appointment → Meeting → Call → Email → Review → 2nd Appointment → Meeting,Call → Call → Call → Call → 1st Appointment,Call → Call → Call,"Call,Call,Call,Call,1st Appointment,Meeting,Call,Email,Review,2nd Appointment,Meeting"
0016g00000P3q4uAAB,UK,MRS,Ongoing,5,Email → 1st Appointment → 2nd Appointment → Call → 2nd Appointment,Email → 1st Appointment → 2nd Appointment → Call → 2nd Appointment,Email → 1st Appointment → 2nd Appointment,"Email,1st Appointment,2nd Appointment,Call,2nd Appointment"
0016g00000P3q60AAB,UK,MRS,Ongoing,2,1st Appointment → Call,1st Appointment → Call,1st Appointment → Call,"1st Appointment,Call"
0016g00000P3q6RAAR,UK,MRS,Ongoing,6,Meeting → Meeting → Email → 1st Appointment → Email → Call,Meeting → Meeting → Email → 1st Appointment → Email,Meeting → Meeting → Email,"Meeting,Meeting,Email,1st Appointment,Email,Call"
0016g00000P3q6nAAB,UK,MRS,Ongoing,22,1st Appointment → 2nd Appointment → Meeting → Meeting → Meeting → Meeting → 2nd Appointment → 2nd Appointment → 1st Appointment → Call → ... → 1st Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → Review → 1st Appointment → Call → Call → 1st Appointment,1st Appointment → 2nd Appointment → Meeting → Meeting → Meeting,1st Appointment → 2nd Appointment → Meeting,"1st Appointment,2nd Appointment,Meeting,Meeting,Meeting,Meeting,2nd Appointment,2nd Appointment,1st Appointment,Call,Meeting,Call,1st Appointment,2nd Appointment,2nd Appointment,2nd Appointment,2nd Appointment,Review,1st Appointment,Call,Call,1st Appointment"
0016g00000P3q70AAB,UK,MRS,Ongoing,24,2nd Appointment → Meeting → 2nd Appointment → 2nd Appointment → 2nd Appointment → 2nd Appointment → Meeting → 2nd Appointment → Meeting → Meeting → ... → 1st Appointment → 1st Appointment → 2nd Appointment → Email → Email → Email → Email → Email → Meeting → Email,2nd Appointment → Meeting → 2nd Appointment → 2nd Appointment → 2nd Appointment,2nd Appointment → Meeting → 2nd Appointment,"2nd Appointment,Meeting,2nd Appointment,2nd Appointment,2nd Appointment,2nd Appointment,Meeting,2nd Appointment,Meeting,Meeting,1st Appointment,Meeting,Call,1st Appointment,1st Appointment,1st Appointment,2nd Appointment,Email,Email,Email,Email,Email,Meeting,Email"
